scientificName,class,order,family,vernacularName
Dipodomys nitratoides,Mammalia,Rodentia,Heteromyidae,fresno kangaroo rat
Cryptotis mexicana,Mammalia,Soricomorpha,Soricidae,mexican small-eared shrew
Nyctimene aello,Mammalia,Chiroptera,Pteropodidae,broad-striped tube-nosed fruit bat
Pseudantechinus woolleyae,Mammalia,Dasyuromorphia,Dasyuridae,woolley's false antechinus
Desmana moschata,Mammalia,Soricomorpha,Talpidae,desman
Ctenomys juris,Mammalia,Rodentia,Ctenomyidae,jujuy tuco-tuco
Miniopterus medius,Mammalia,Chiroptera,Miniopteridae,intermediate long-fingered bat
Ctenomys validus,Mammalia,Rodentia,Ctenomyidae,guanacache tuco-tuco
Petrogale herberti,Mammalia,Diprotodontia,Macropodidae,herbert's rock-wallaby
Perognathus merriami,Mammalia,Rodentia,Heteromyidae,merriam's pocket mouse
Felis manul,Mammalia,Carnivora,Felidae,steppe cat
Amblysomus robustus,Mammalia,Afrosoricida,Chrysochloridae,robust golden mole
Dasycercus cristicauda,Mammalia,Dasyuromorphia,Dasyuridae,mulgara
Chaetodipus artus,Mammalia,Rodentia,Heteromyidae,narrow-skulled pocket mouse
Rhinolophus hillorum,Mammalia,Chiroptera,Rhinolophidae,upland horseshoe bat
Hipposideros halophyllus,Mammalia,Chiroptera,Hipposideridae,thailand leaf-nosed bat
Dorcopsulus vanheurni,Mammalia,Diprotodontia,Macropodidae,small dorcopsis
Rhinolophus monticolus,Mammalia,Chiroptera,Rhinolophidae,mountain horseshoe bat
Lyncodon patagonicus,Mammalia,Carnivora,Mustelidae,patagonian weasel
Trichys fasciculata,Mammalia,Rodentia,Hystricidae,long-tailed porcupine
Petrogale godmani,Mammalia,Diprotodontia,Macropodidae,godman's rock-wallaby
Puma yagouaroundi,Mammalia,Carnivora,Felidae,jaguarundi
Orthogeomys underwoodi,Mammalia,Rodentia,Geomyidae,underwood's pocket gopher
Chodsigoa smithii,Mammalia,Soricomorpha,Soricidae,smith's shrew
Rhinolophus capensis,Mammalia,Chiroptera,Rhinolophidae,cape horseshoe bat
Ctenomys frater,Mammalia,Rodentia,Ctenomyidae,reddish tuco-tuco
Mico humilis,Mammalia,Primates,Callitrichidae,black-crowned dwarf marmoset
Prionodon pardicolor,Mammalia,Carnivora,Viverridae,spotted linsang
Sorex planiceps,Mammalia,Soricomorpha,Soricidae,kashmir pygmy shrew
Ctenomys dorbignyi,Mammalia,Rodentia,Ctenomyidae,d'orbigny's tuco-tuco
Miniopterus fraterculus,Mammalia,Chiroptera,Miniopteridae,lesser long-fingered bat
Petaurus abidi,Mammalia,Diprotodontia,Petauridae,northern glider
Genetta servalina,Mammalia,Carnivora,Viverridae,servaline genet
Miniopterus blepotis,Mammalia,Chiroptera,Miniopteridae,javanese long-fingered bat
Ctenomys boliviensis,Mammalia,Rodentia,Ctenomyidae,bolivian tuco-tuco
Rhinolophus darlingi,Mammalia,Chiroptera,Rhinolophidae,darling's horseshoe bat
Neomys teres,Mammalia,Soricomorpha,Soricidae,transcaucasian water shrew
Orthogeomys dariensis,Mammalia,Rodentia,Geomyidae,darien pocket gopher
Anthops ornatus,Mammalia,Chiroptera,Hipposideridae,flower-faced bat
Setifer setosus,Mammalia,Afrosoricida,Tenrecidae,greater hedgehog tenrec
Thylogale billardierii,Mammalia,Diprotodontia,Macropodidae,tasmanian pademelon
Rhinolophus chiewkweeae,Mammalia,Chiroptera,Rhinolophidae,chiew kwee's horseshoe bat
Hylochoerus meinertzhageni,Mammalia,Artiodactyla,Suidae,giant forest hog
Mustela africana,Mammalia,Carnivora,Mustelidae,amazon weasel
Antechinus mysticus,Mammalia,Dasyuromorphia,Dasyuridae,buff-footed antechinus
Macronycteris vittatus,Mammalia,Chiroptera,Hipposideridae,striped leaf-nosed bat
Dendrolagus spadix,Mammalia,Diprotodontia,Macropodidae,lowlands tree-kangaroo
Hipposideros lylei,Mammalia,Chiroptera,Hipposideridae,shield-faced leaf-nosed bat
Rhinolophus siamensis,Mammalia,Chiroptera,Rhinolophidae,thai horseshoe bat
Dasyurus viverrinus,Mammalia,Dasyuromorphia,Dasyuridae,eastern quoll
Mustela nivalis,Mammalia,Carnivora,Mustelidae,least weasel
Talpa caeca,Mammalia,Soricomorpha,Talpidae,blind mole
Microgale nasoloi,Mammalia,Afrosoricida,Tenrecidae,nasolo's shrew tenrec
Nycteris macrotis,Mammalia,Chiroptera,Nycteridae,large-eared slit-faced bat
Ratufa indica,Mammalia,Rodentia,Sciuridae,indian giant squirrel
Octomys mimax,Mammalia,Rodentia,Octodontidae,viscacha rat
Euroscaptor parvidens,Mammalia,Soricomorpha,Talpidae,small-toothed mole
Planigale ingrami,Mammalia,Dasyuromorphia,Dasyuridae,long-tailed planigale
Hipposideros rotalis,Mammalia,Chiroptera,Hipposideridae,laotian leaf-nosed bat
Nyctimene major,Mammalia,Chiroptera,Pteropodidae,island tube-nosed fruit bat
Myomimus personatus,Mammalia,Rodentia,Gliridae,masked mouse-tailed dormouse
Cryptotis endersi,Mammalia,Soricomorpha,Soricidae,enders's small-eared shrew
Dipodomys deserti,Mammalia,Rodentia,Heteromyidae,desert kangaroo rat
Dinomys branickii,Mammalia,Rodentia,Dinomyidae,pacarana
Meles anakuma,Mammalia,Carnivora,Mustelidae,japanese badger
Rhinolophus rufus,Mammalia,Chiroptera,Rhinolophidae,large rufous horseshoe bat
Cryptotis peregrina,Mammalia,Soricomorpha,Soricidae,oaxacan broad-clawed shrew
Rhinolophus landeri,Mammalia,Chiroptera,Rhinolophidae,lander's horseshoe bat
Dremomys pernyi,Mammalia,Rodentia,Sciuridae,perny's long-nosed squirrel
Dasyprocta guamara,Mammalia,Rodentia,Dasyproctidae,orinoco agouti
Hipposideros nicobarulae,Mammalia,Chiroptera,Hipposideridae,nicobar leaf-nosed bat
Saguinus labiatus,Mammalia,Primates,Callitrichidae,red-bellied tamarin
Octodon pacificus,Mammalia,Rodentia,Octodontidae,pacific degu
Chilonatalus micropus,Mammalia,Chiroptera,Natalidae,caribbean least funnel-eared bat
Euoticus elegantulus,Mammalia,Primates,Galagidae,southern needle-clawed bushbaby
Cercartetus lepidus,Mammalia,Diprotodontia,Burramyidae,tasmanian pygmy possum
Tarsius tumpara,Mammalia,Primates,Tarsiidae,siau island tarsier
Tamiops mcclellandii,Mammalia,Rodentia,Sciuridae,himalayan striped squirrel
Ctenomys pearsoni,Mammalia,Rodentia,Ctenomyidae,pearson's tuco-tuco
Pseudantechinus bilarni,Mammalia,Dasyuromorphia,Dasyuridae,sandstone dibbler
Glis glis,Mammalia,Rodentia,Gliridae,fat dormouse
Scalopus aquaticus,Mammalia,Soricomorpha,Talpidae,eastern mole
Panthera pardus,Mammalia,Carnivora,Felidae,leopard
Dipodomys phillipsii,Mammalia,Rodentia,Heteromyidae,phillips' kangaroo rat
Hipposideros coronatus,Mammalia,Chiroptera,Hipposideridae,large mindanao leaf-nosed bat
Limnogale mergulus,Mammalia,Afrosoricida,Tenrecidae,web-footed tenrec
Arctonyx hoevenii,Mammalia,Carnivora,Mustelidae,sumatran hog-badger
Melogale personata,Mammalia,Carnivora,Mustelidae,burmese ferret-badger
Triaenops parvus,Mammalia,Chiroptera,Rhinonycteridae,yemeni trident bat
Paratriaenops pauliani,Mammalia,Chiroptera,Rhinonycteridae,paulian's trident bat
Melogale orientalis,Mammalia,Carnivora,Mustelidae,javan ferret-badger
Microgale brevicaudata,Mammalia,Afrosoricida,Tenrecidae,short-tailed shrew tenrec
Dipodomys nelsoni,Mammalia,Rodentia,Heteromyidae,nelson's kangaroo rat
Talpa davidiana,Mammalia,Soricomorpha,Talpidae,père david's mole
Saguinus inustus,Mammalia,Primates,Callitrichidae,mottle-faced tamarin
Panthera tigris,Mammalia,Carnivora,Felidae,tiger
Parascalops breweri,Mammalia,Soricomorpha,Talpidae,brewer's mole
Phascomurexia naso,Mammalia,Dasyuromorphia,Dasyuridae,long-nosed dasyure
Lariscus obscurus,Mammalia,Rodentia,Sciuridae,mentawai three-striped squirrel
Ctenomys opimus,Mammalia,Rodentia,Ctenomyidae,highland tuco-tuco
Tamiops rodolphii,Mammalia,Rodentia,Sciuridae,cambodian striped squirrel
Tarsius sangirensis,Mammalia,Primates,Tarsiidae,great sangihe tarsier
Pteronura brasiliensis,Mammalia,Carnivora,Mustelidae,giant otter
Cercartetus nanus,Mammalia,Diprotodontia,Burramyidae,eastern pygmy possum
Euoticus pallidus,Mammalia,Primates,Galagidae,northern needle-clawed bushbaby
Sminthopsis leucopus,Mammalia,Dasyuromorphia,Dasyuridae,white-footed dunnart
Chinchilla chinchilla,Mammalia,Rodentia,Chinchillidae,short-tailed chinchilla
Thyroptera lavali,Mammalia,Chiroptera,Thyropteridae,laval's disk-winged bat
Aconaemys porteri,Mammalia,Rodentia,Octodontidae,porter's rock rat
Perognathus fasciatus,Mammalia,Rodentia,Heteromyidae,olive-backed pocket mouse
Arctictis binturong,Mammalia,Carnivora,Viverridae,binturong
Dasyprocta kalinowskii,Mammalia,Rodentia,Dasyproctidae,kalinowski's agouti
Dremomys pyrrhomerus,Mammalia,Rodentia,Sciuridae,red-hipped squirrel
Rhinopoma microphyllum,Mammalia,Chiroptera,Rhinopomatidae,greater mouse-tailed bat
Rhinolophus keyensis,Mammalia,Chiroptera,Rhinolophidae,insular horseshoe bat
Cryptotis peruviensis,Mammalia,Soricomorpha,Soricidae,peruvian small-eared shrew
Rhinolophus sedulus,Mammalia,Chiroptera,Rhinolophidae,lesser woolly horseshoe bat
Lagostomus maximus,Mammalia,Rodentia,Chinchillidae,argentine plains viscacha
Hipposideros pelingensis,Mammalia,Chiroptera,Hipposideridae,peleng leaf-nosed bat
Dipodomys compactus,Mammalia,Rodentia,Heteromyidae,gulf coast kangaroo rat
Rhinolophus andamanensis,Mammalia,Chiroptera,Rhinolophidae,homfray's horseshoe bat
Aotus lemurinus,Mammalia,Primates,Aotidae,gray-bellied night monkey
Eliomys quercinus,Mammalia,Rodentia,Gliridae,garden dormouse
Nyctimene malaitensis,Mammalia,Chiroptera,Pteropodidae,malaita tube-nosed fruit bat
Hipposideros ruber,Mammalia,Chiroptera,Hipposideridae,noack's leaf-nosed bat
Phascolosorex dorsalis,Mammalia,Dasyuromorphia,Dasyuridae,narrow-striped marsupial shrew
Asellia italosomalica,Mammalia,Chiroptera,Hipposideridae,somalian trident leaf-nosed bat
Tympanoctomys barrerae,Mammalia,Rodentia,Octodontidae,red viscacha-rat
Anomalurus beecrofti,Mammalia,Rodentia,Anomaluridae,beecroft's scaly-tailed squirrel
Ratufa bicolor,Mammalia,Rodentia,Sciuridae,black giant squirrel
Pectinator spekei,Mammalia,Rodentia,Ctenodactylidae,speke's pectinator
Nycteris major,Mammalia,Chiroptera,Nycteridae,dja slit-faced bat
Microgale monticola,Mammalia,Afrosoricida,Tenrecidae,montane shrew tenrec
Talpa altaica,Mammalia,Soricomorpha,Talpidae,siberian mole
Mustela erminea,Mammalia,Carnivora,Mustelidae,ermine
Murexia longicaudata,Mammalia,Dasyuromorphia,Dasyuridae,short-furred dasyure
Paragalago rondoensis,Mammalia,Primates,Galagidae,rondo bushbaby
Rhinolophus sinicus,Mammalia,Chiroptera,Rhinolophidae,chinese rufous horseshoe bat
Hipposideros macrobullatus,Mammalia,Chiroptera,Hipposideridae,big-eared leaf-nosed bat
Typhlomys cinereus,Mammalia,Rodentia,Platacanthomyidae,chinese pygmy dormouse
Dendrolagus scottae,Mammalia,Diprotodontia,Macropodidae,tenkile
Rhinolophus achilles,Mammalia,Chiroptera,Rhinolophidae,queensland horseshoe bat
Macronycteris thomensis,Mammalia,Chiroptera,Hipposideridae,saõ tomé leaf-nosed bat
Antechinus argentus,Mammalia,Dasyuromorphia,Dasyuridae,silver-headed antechinus
Mustela altaica,Mammalia,Carnivora,Mustelidae,mountain weasel
Potamochoerus larvatus,Mammalia,Artiodactyla,Suidae,bush-pig
Thyroptera wynneae,Mammalia,Chiroptera,Thyropteridae,patricia's disk-winged bat
Thylogale brunii,Mammalia,Diprotodontia,Macropodidae,dusky pademelon
Tenrec ecaudatus,Mammalia,Afrosoricida,Tenrecidae,tail-less tenrec
Rhinolophus yunanensis,Mammalia,Chiroptera,Rhinolophidae,dobson's horseshoe bat
Orthogeomys cuniculus,Mammalia,Rodentia,Geomyidae,oaxacan pocket gopher
Rhinolophus deckenii,Mammalia,Chiroptera,Rhinolophidae,decken's horseshoe bat
Ctenomys azarae,Mammalia,Rodentia,Ctenomyidae,azara's tuco-tuco
Miniopterus eschscholtzii,Mammalia,Chiroptera,Miniopteridae,eschscholtz's long-fingered bat
Genetta maculata,Mammalia,Carnivora,Viverridae,rusty-spotted genet
Petaurus australis,Mammalia,Diprotodontia,Petauridae,yellow-bellied glider
Cebuella niveiventris,Mammalia,Primates,Callitrichidae,eastern pygmy marmoset
Callithrix jacchus,Mammalia,Primates,Callitrichidae,common marmoset
Miniopterus fuscus,Mammalia,Chiroptera,Miniopteridae,ryukyu long-fingered bat
Ctenomys lami,Mammalia,Rodentia,Ctenomyidae,lami tuco-tuco
Leontocebus tripartitus,Mammalia,Primates,Callitrichidae,golden-mantled saddle-back tamarin
Eidolon helvum,Mammalia,Chiroptera,Pteropodidae,african straw-colored fruit bat
Calomyscus bailwardi,Mammalia,Rodentia,Calomyscidae,mouse-like hamster
Ctenomys coyhaiquensis,Mammalia,Rodentia,Ctenomyidae,coyhaique tuco-tuco
Tarsius pumilus,Mammalia,Primates,Tarsiidae,pygmy tarsier
Viverra civettina,Mammalia,Carnivora,Viverridae,malabar large-spotted civet
Ctenomys fulvus,Mammalia,Rodentia,Ctenomyidae,tawny tuco-tuco
Glyphotes simus,Mammalia,Rodentia,Sciuridae,sculptor squirrel
Sorex trowbridgii,Mammalia,Soricomorpha,Soricidae,trowbridge's shrew
Rhinolophus canuti,Mammalia,Chiroptera,Rhinolophidae,canut's horseshoe bat
Chodsigoa salenskii,Mammalia,Soricomorpha,Soricidae,salenski's shrew
Coelops robinsoni,Mammalia,Chiroptera,Hipposideridae,malayan tailless leaf-nosed bat
Oryzorictes hova,Mammalia,Afrosoricida,Tenrecidae,hova rice tenrec
Prionailurus iriomotensis,Mammalia,Carnivora,Felidae,iriomote cat
Petrogale concinna,Mammalia,Diprotodontia,Macropodidae,nabarlek
Lontra felina,Mammalia,Carnivora,Mustelidae,marine otter
Rhinolophus willardi,Mammalia,Chiroptera,Rhinolophidae,willard's horseshoe bat
Ictonyx striatus,Mammalia,Carnivora,Mustelidae,striped polecat
Rhinolophus francisi,Mammalia,Chiroptera,Rhinolophidae,francis's woolly horseshoe bat
Ningaui ridei,Mammalia,Dasyuromorphia,Dasyuridae,wongai ningaui
Lagorchestes asomatus,Mammalia,Diprotodontia,Macropodidae,lake mackay hare-wallaby
Hipposideros galeritus,Mammalia,Chiroptera,Hipposideridae,cantor's leaf-nosed bat
Rhinolophus hilli,Mammalia,Chiroptera,Rhinolophidae,hill's horseshoe bat
Chaetodipus arenarius,Mammalia,Rodentia,Heteromyidae,little desert pocket mouse
Amblysomus septentrionalis,Mammalia,Afrosoricida,Chrysochloridae,highveld golden mole
Chaetodipus eremicus,Mammalia,Rodentia,Heteromyidae,chihuahuan desert pocket mouse
Felis silvestris,Mammalia,Carnivora,Felidae,wildcat
Petrogale coenensis,Mammalia,Diprotodontia,Macropodidae,cape york rock-wallaby
Ctenomys tucumanus,Mammalia,Rodentia,Ctenomyidae,tucumán tuco-tuco
Mico marcai,Mammalia,Primates,Callitrichidae,marca's marmoset
Miniopterus natalensis,Mammalia,Chiroptera,Miniopteridae,natal long-fingered bat
Sarcophilus laniarius,Mammalia,Dasyuromorphia,Dasyuridae,NA
Rhinopoma hardwickii,Mammalia,Chiroptera,Rhinopomatidae,lesser mouse-tailed bat
Rhinonicteris aurantia,Mammalia,Chiroptera,Rhinonycteridae,orange diamond-faced bat
Cryptotis montivaga,Mammalia,Soricomorpha,Soricidae,ecuadorean small-eared shrew
Dipodomys ordii,Mammalia,Rodentia,Heteromyidae,ord's kangaroo rat
Callosciurus inornatus,Mammalia,Rodentia,Sciuridae,inornate squirrel
Tamiops maritimus,Mammalia,Rodentia,Sciuridae,maritime striped squirrel
Rhinolophus osgoodi,Mammalia,Chiroptera,Rhinolophidae,osgood's horseshoe bat
Cryptotis alticola,Mammalia,Soricomorpha,Soricidae,central mexican broad-clawed shrew
Cryptotis griseoventris,Mammalia,Soricomorpha,Soricidae,guatemalan broad-clawed shrew
Rhinolophus mehelyi,Mammalia,Chiroptera,Rhinolophidae,mehely's horseshoe bat
Macroglossus sobrinus,Mammalia,Chiroptera,Pteropodidae,greater long-nosed fruit bat
Callosciurus orestes,Mammalia,Rodentia,Sciuridae,borneo black-banded squirrel
Salanoia concolor,Mammalia,Carnivora,Eupleridae,brown-tailed mongoose
Dipodomys venustus,Mammalia,Rodentia,Heteromyidae,narrow-faced kangaroo rat
Rhinolophus perniger,Mammalia,Chiroptera,Rhinolophidae,northern woolly horseshoe bat
Megasorex gigas,Mammalia,Soricomorpha,Soricidae,mexican shrew
Cuscomys ashaninka,Mammalia,Rodentia,Abrocomidae,ashaninka arboreal chinchilla rat
Sminthopsis crassicaudata,Mammalia,Dasyuromorphia,Dasyuridae,fat-tailed dunnart
Natalus lanatus,Mammalia,Chiroptera,Natalidae,woolly funnel-eared bat
Mico melanurus,Mammalia,Primates,Callitrichidae,black-tailed marmoset
Ctenomys steinbachi,Mammalia,Rodentia,Ctenomyidae,steinbach's tuco-tuco
Menetes berdmorei,Mammalia,Rodentia,Sciuridae,indochinese ground squirrel
Viverricula indica,Mammalia,Carnivora,Viverridae,small indian civet
Dendrolagus mbaiso,Mammalia,Diprotodontia,Macropodidae,dingiso
Neamblysomus julianae,Mammalia,Afrosoricida,Chrysochloridae,juliana's golden mole
Liomys adspersus,Mammalia,Rodentia,Heteromyidae,panamanian spiny pocket mouse
Rhinolophus beddomei,Mammalia,Chiroptera,Rhinolophidae,beddome's woolly horseshoe bat
Hipposideros doriae,Mammalia,Chiroptera,Hipposideridae,bornean leaf-nosed bat
Lagostrophus fasciatus,Mammalia,Diprotodontia,Macropodidae,banded hare-wallaby
Eira barbara,Mammalia,Carnivora,Mustelidae,tayra
Miniopterus maghrebensis,Mammalia,Chiroptera,Miniopteridae,maghrebian bent-wing bat
Rhinolophus cohenae,Mammalia,Chiroptera,Rhinolophidae,cohen's horseshoe bat
Onychogalea unguifera,Mammalia,Diprotodontia,Macropodidae,northern nail-tail wallaby
Leopardus geoffroyi,Mammalia,Carnivora,Felidae,geoffroy's cat
Hipposideros beatus,Mammalia,Chiroptera,Hipposideridae,benito leaf-nosed bat
Chodsigoa hypsibia,Mammalia,Soricomorpha,Soricidae,de winton's shrew
Chaetodipus fallax,Mammalia,Rodentia,Heteromyidae,san diego pocket mouse
Condylura cristata,Mammalia,Soricomorpha,Talpidae,star-nosed mole
Antechinus adustus,Mammalia,Dasyuromorphia,Dasyuridae,rusty antechinus
Sus verrucosus,Mammalia,Artiodactyla,Suidae,java warty pig
Ctenomys leucodon,Mammalia,Rodentia,Ctenomyidae,white-toothed tuco-tuco
Miniopterus petersoni,Mammalia,Chiroptera,Miniopteridae,peterson's long-fingered bat
Otolemur crassicaudatus,Mammalia,Primates,Galagidae,brown greater galago
Cuniculus taczanowskii,Mammalia,Rodentia,Cuniculidae,mountain paca
Calomyscus tsolovi,Mammalia,Rodentia,Calomyscidae,syrian calomyscus
Ctenomys pundti,Mammalia,Rodentia,Ctenomyidae,pundt's tuco-tuco
Miniopterus pusillus,Mammalia,Chiroptera,Miniopteridae,small bent-winged bat
Leontopithecus chrysomelas,Mammalia,Primates,Callitrichidae,golden-headed lion tamarin
Neofelis diardi,Mammalia,Carnivora,Felidae,NA
Tarsipes rostratus,Mammalia,Diprotodontia,Tarsipedidae,honey possum
Genetta abyssinica,Mammalia,Carnivora,Viverridae,abyssinian genet
Rhinolophus euryotis,Mammalia,Chiroptera,Rhinolophidae,broad-eared horseshoe bat
Episoriculus macrurus,Mammalia,Soricomorpha,Soricidae,long-tailed mountain shrew
Rhinolophus swinnyi,Mammalia,Chiroptera,Rhinolophidae,swinny's horseshoe bat
Aotus nancymai,Mammalia,Primates,Aotidae,ma's night monkey
Sus cebifrons,Mammalia,Artiodactyla,Suidae,visayan warty pig
Mustela lutreola,Mammalia,Carnivora,Mustelidae,european mink
Thomomys idahoensis,Mammalia,Rodentia,Geomyidae,idaho pocket gopher
Natalus stramineus,Mammalia,Chiroptera,Natalidae,lesser antillean funnel-eared bat
Doryrhina stenotis,Mammalia,Chiroptera,Hipposideridae,narrow-eared leaf-nosed bat
Blarinella quadraticauda,Mammalia,Soricomorpha,Soricidae,asiatic short-tailed shrew
Dendrolagus goodfellowi,Mammalia,Diprotodontia,Macropodidae,goodfellow's tree-kangaroo
Paranyctimene raptor,Mammalia,Chiroptera,Pteropodidae,unstriped tube-nosed fruit bat
Hipposideros durgadasi,Mammalia,Chiroptera,Hipposideridae,durga das's leaf-nosed bat
Paragalago granti,Mammalia,Primates,Galagidae,grant's bushbaby
Parascaptor leucura,Mammalia,Soricomorpha,Talpidae,white-tailed mole
Nycteris woodi,Mammalia,Chiroptera,Nycteridae,wood's long-eared bat
Ctenodactylus gundi,Mammalia,Rodentia,Ctenodactylidae,common gundi
Prosciurillus weberi,Mammalia,Rodentia,Sciuridae,weber's dwarf squirrel
Idiurus zenkeri,Mammalia,Rodentia,Anomaluridae,pygmy scaly-tailed flying squirrel
Abrocoma boliviensis,Mammalia,Rodentia,Abrocomidae,bolivian chinchilla rat
Saguinus niger,Mammalia,Primates,Callitrichidae,black tamarin
Hipposideros hypophyllus,Mammalia,Chiroptera,Hipposideridae,kolar leaf-nosed bat
Hipposideros pomona,Mammalia,Chiroptera,Hipposideridae,pomona leaf-nosed bat
Nyctimene robinsoni,Mammalia,Chiroptera,Pteropodidae,queensland tube-nosed fruit bat
Dryomys laniger,Mammalia,Rodentia,Gliridae,woolly dormouse
Chimarrogale phaeura,Mammalia,Soricomorpha,Soricidae,bornean water shrew
Doryrhina cyclops,Mammalia,Chiroptera,Hipposideridae,cyclops leaf-nosed bat
Furipterus horrens,Mammalia,Chiroptera,Furipteridae,thumbless bat
Thomomys townsendii,Mammalia,Rodentia,Geomyidae,townsend's pocket gopher
Mustela sibirica,Mammalia,Carnivora,Mustelidae,siberian weasel
Rhinolophus simulator,Mammalia,Chiroptera,Rhinolophidae,bushveld horseshoe bat
Dymecodon pilirostris,Mammalia,Soricomorpha,Talpidae,true's shrew mole
Sorex arizonae,Mammalia,Soricomorpha,Soricidae,arizona shrew
Exilisciurus concinnus,Mammalia,Rodentia,Sciuridae,philippine pygmy squirrel
Dasyprocta punctata,Mammalia,Rodentia,Dasyproctidae,central american agouti
