tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N3|2344b|EPI_ISL_393518|unknown_avian|iran|23_13_23_2_15_21_3_14|2019-03-30,H5N3,EPI_ISL_393518,A/Avian/Iran/38AMA/2019,2019-03-30,2019-03,2019,avian other,unknown avian,NA,NA,NA,NA,wild,other,southern asia,iran,irn,32.5092139996448,54.4699733871232,NA,NA,NA,NA,NA,NA,23_13_23_2_15_21_3_14,H5N3/2019/R1_Asia,2344b,2019-03-30,cluster003,FALSE
H5N8|2344b|EPI_ISL_978899|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_978899,a/chicken/ibaraki/3t/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster001,FALSE
H5N8|2344b|EPI_ISL_978898|galliformes|japan|7_1_5_2_3_3_1_2|2021-02-01,H5N8,EPI_ISL_978898,a/chicken/ibaraki/1c/2021,2021-02-01,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,ibaraki,jp.ib,36.3027610877484,140.318971903473,Asia / Japan / Ibaraki / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2021-02-01,cluster001,FALSE
H5N8|2344b|EPI_ISL_978897|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-05,H5N8,EPI_ISL_978897,a/chicken/chiba/f4t/2021,2021-02-05,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-05,cluster001,FALSE
H5N8|2344b|EPI_ISL_978896|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-05,H5N8,EPI_ISL_978896,a/chicken/chiba/f3c/2021,2021-02-05,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-05,cluster001,FALSE
H5N8|2344b|EPI_ISL_978895|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-05,H5N8,EPI_ISL_978895,a/chicken/chiba/f2t/2021,2021-02-05,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-05,cluster001,FALSE
H5N8|2344b|EPI_ISL_978894|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-05,H5N8,EPI_ISL_978894,a/chicken/chiba/f1t/2021,2021-02-05,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-05,cluster001,FALSE
H5N8|2344b|EPI_ISL_978893|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-03,H5N8,EPI_ISL_978893,a/chicken/chiba/e4t/2021,2021-02-03,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-03,cluster001,FALSE
H5N8|2344b|EPI_ISL_978892|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-03,H5N8,EPI_ISL_978892,a/chicken/chiba/e3t/2021,2021-02-03,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-03,cluster001,FALSE
H5N8|2344b|EPI_ISL_978891|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-03,H5N8,EPI_ISL_978891,a/chicken/chiba/e2t/2021,2021-02-03,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-03,cluster001,FALSE
H5N8|2344b|EPI_ISL_978890|galliformes|japan|3_2_3_1_3_2_1_2|2021-02-03,H5N8,EPI_ISL_978890,a/chicken/chiba/e1t/2021,2021-02-03,2021-02,2021,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-02-03,cluster001,FALSE
H5N8|2344b|EPI_ISL_5865417|anseriformes|united_states|3_2_3_1_3_2_1_2|2020-10-02,H5N8,EPI_ISL_5865417,a/domestic_duck/georgia/dt-22368/2020,2020-10-02,2020-10,2020,Aves,anseriformes,anatidae,anas platyrhynchos (domestic type),mallard (domestic type),TRUE,domestic,anseriformes-domestic,northern america,united states,usa,44.75294654392,-103.651025114044,georgia,us.ga,32.6403385373358,-83.4405725551842,Asia / Georgia / NA / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-10-02,cluster001,FALSE
H5N8|2344b|EPI_ISL_2932609|anseriformes|kazakhstan|3_2_3_1_3_2_1_2|2020-09-15,H5N8,EPI_ISL_2932609,a/duck/kazakhstan/12-20-b-talg-11/2020,2020-09-15,2020-09,2020,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,"Asia / Kazakhstan / North Kazakhstan / Timiryazevsky district, Timiryazevo village / NA",H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-09-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_7458702|anseriformes|china|3_2_3_1_3_2_1_2|2021-03,H5N8,EPI_ISL_7458702,a/duck/shandong/21644-1/2021,NA,2021-03,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shandong,cn.sd,36.3536638777003,118.136153809721,Asia / China / Shandong Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-03,cluster001,FALSE
H5N8|2344b|EPI_ISL_7380813|anseriformes|china|3_2_3_1_3_2_1_2|2021-03,H5N8,EPI_ISL_7380813,a/duck/guangdong/21316/2021,NA,2021-03,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,guangdong,cn.gd,23.33624359406,113.398153372919,Asia / China / Guangdong Province / NA / NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-03,cluster001,FALSE
H5N8|2344b|EPI_ISL_7380623|anseriformes|china|3_2_3_1_3_2_1_2|2021-03,H5N8,EPI_ISL_7380623,a/duck/shandong/21232-5/2021,NA,2021-03,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shandong,cn.sd,36.3536638777003,118.136153809721,Asia / China / Shandong Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-03,cluster001,FALSE
H5N8|2344b|EPI_ISL_978914|anseriformes|japan|3_2_3_1_3_2_1_2|2021-01-23,H5N8,EPI_ISL_978914,a/duck/chiba/d1-3t/2021,2021-01-23,2021-01,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-01-23,cluster001,FALSE
H5N8|2344b|EPI_ISL_978913|anseriformes|japan|3_2_3_1_3_2_1_2|2021-01-20,H5N8,EPI_ISL_978913,a/duck/chiba/c5t/2021,2021-01-20,2021-01,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-01-20,cluster001,FALSE
H5N8|2344b|EPI_ISL_978912|anseriformes|japan|3_2_3_1_3_2_1_2|2021-01-20,H5N8,EPI_ISL_978912,a/duck/chiba/c3t/2021,2021-01-20,2021-01,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-01-20,cluster001,FALSE
H5N8|2344b|EPI_ISL_978911|anseriformes|japan|3_2_3_1_3_2_1_2|2021-01-20,H5N8,EPI_ISL_978911,a/duck/chiba/c2t/2021,2021-01-20,2021-01,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-01-20,cluster001,FALSE
H5N8|2344b|EPI_ISL_978910|anseriformes|japan|3_2_3_1_3_2_1_2|2021-01-20,H5N8,EPI_ISL_978910,a/duck/chiba/c1t/2021,2021-01-20,2021-01,2021,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,chiba,jp.ch,35.5094511865639,140.198261340312,Asia / Japan / Chiba / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-01-20,cluster001,FALSE
H5N8|2344b|EPI_ISL_2932682|columbiformes|kazakhstan|3_2_3_1_3_2_1_2|2020-09-15,H5N8,EPI_ISL_2932682,a/pigeon/kazakhstan/15-20-b-talg-5/2020,2020-09-15,2020-09,2020,Aves,columbiformes,columbidae,columbidae sp.,pigeon/dove sp.,TRUE,wild,other,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,Asia / Kazakhstan / North Kazakhstan / Petropavlovsk city / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-09-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_2932683|galliformes|kazakhstan|3_2_3_1_3_2_1_2|2020-10-09,H5N8,EPI_ISL_2932683,a/chicken/kazakhstan/1-20-b-talg-67/2020,2020-10-09,2020-10,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,"Asia / Kazakhstan / North Kazakhstan / Tayinshinsky district, Roshchinsky, Dimitrovka village / NA",H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-10-09,cluster001,FALSE
H5N8|2344b|EPI_ISL_2932616|galliformes|kazakhstan|3_2_3_1_3_2_1_2|2020-09-19,H5N8,EPI_ISL_2932616,a/chicken/kazakhstan/12-20-b-talg-45/2020,2020-09-19,2020-09,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,"Asia / Kazakhstan / North Kazakhstan / Akzhar district, Talshyk, Kazanskoe village / NA",H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-09-19,cluster001,FALSE
H5N8|2344b|EPI_ISL_2932608|galliformes|kazakhstan|3_2_3_1_3_2_1_2|2020-09-01,H5N8,EPI_ISL_2932608,a/chicken/kazakhstan/220-b-2-h5n8-4/2020,2020-09-01,2020-09,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,almaty,kz.aa,44.9554808695858,77.9603747475348,"Asia / Kazakhstan / Almaty Province / Karasai district, Umtyl, Merei village / NA",H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-09-01,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822599|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822599,a/whooper_swan/shanxi/sx346/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822598|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822598,a/whooper_swan/shanxi/sx291/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822597|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822597,a/whooper_swan/shanxi/sx276/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822596|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822596,a/whooper_swan/shanxi/sx251/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822595|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822595,a/whooper_swan/shanxi/sx231/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822594|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822594,a/whooper_swan/shanxi/sx216/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822593|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822593,a/whooper_swan/shanxi/sx206/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_1822592|anseriformes|china|3_2_3_1_3_2_1_2|2020-11-10,H5N8,EPI_ISL_1822592,a/whooper_swan/shanxi/sx166/2020,2020-11-10,2020-11,2020,Aves,anseriformes,anatidae,cygnus cygnus,whooper swan,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,shanxi,cn.sx,37.5496375119255,112.274268590565,Asia / China / Shanxi Province / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-11-10,cluster001,FALSE
H5N1|2344b|EPI_ISL_8215689|anseriformes|china|2_6_1_1_1_1_1_1|2021-05-20,H5N1,EPI_ISL_8215689,A/Bar-headed_Goose/Tibet/XZ1131/2021,2021-05-20,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,2_6_1_1_1_1_1_1,H5N1/2021/R10_Asia,2344b,2021-05-20,cluster001,FALSE
H5N1|2344b|EPI_ISL_8215688|anseriformes|china|2_6_1_1_1_1_1_1|2021-05-20,H5N1,EPI_ISL_8215688,A/Bar-headed_Goose/Tibet/XZ901/2021,2021-05-20,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,2_6_1_1_1_1_1_1,H5N1/2021/R10_Asia,2344b,2021-05-20,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215686|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-17,H5N8,EPI_ISL_8215686,A/Bar-headed_Goose/Tibet/XZQ18-1/2021,2021-05-17,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-17,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215685|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-17,H5N8,EPI_ISL_8215685,A/Bar-headed_Goose/Tibet/XZQ17-1/2021,2021-05-17,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-17,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215662|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-17,H5N8,EPI_ISL_8215662,A/Bar-headed_Goose/Tibet/XZQ13-1/2021,2021-05-17,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-17,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215661|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215661,A/Bar-headed_Goose/Tibet/XZ181/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215660|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215660,A/Bar-headed_Goose/Tibet/XZ81/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215659|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215659,A/Bar-headed_Goose/Tibet/XZ71/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215658|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215658,A/Bar-headed_Goose/Tibet/XZ6/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215657|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215657,A/Bar-headed_Goose/Tibet/XZQ10-1/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215656|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215656,A/Bar-headed_Goose/Tibet/XZQ9-1/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215655|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215655,A/Bar-headed_Goose/Tibet/XZQ8-1/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215654|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215654,A/Bar-headed_Goose/Tibet/XZQ7/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
H5N8|2344b|EPI_ISL_8215653|anseriformes|china|3_2_3_1_3_2_1_2|2021-05-15,H5N8,EPI_ISL_8215653,A/Bar-headed_Goose/Tibet/XZQ5-1/2021,2021-05-15,2021-05,2021,Aves,anseriformes,anatidae,anser indicus,bar-headed goose,TRUE,wild,anseriformes-wild,eastern asia,china,chn,36.6848135465548,103.513718494908,xizang,cn.xz,31.7354796576819,88.2546629070738,NA,NA,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2021-05-15,cluster001,FALSE
