isolate_id,isolate_name,subtype,location,host,date,domestic_status,clade,date_complete,date_frac,date_year,date_year_month,date_yday,date_year_week,location_1,location_2,location_3,location_4,location_5,location_n,location_c1,location_c2,host_meta,host_order,domestic_wild,host_class,cluster_pb2,cluster_pb1,cluster_pa,cluster_ha,cluster_np,cluster_na,cluster_mp,cluster_ns,cluster_profile,profile_lab,cluster_genome
EPI_ISL_13369781,A/chicken/Northern_Ireland/17463/2021,H5N1,Europe / United Kingdom / Northern Ireland,chicken,01/12/2021,,2.3.4.4b,TRUE,2021.915,2021,2021-12,335,2021.48,Europe,United Kingdom,Northern Ireland,,,northern_ireland,northern_ireland,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13369782,A/turkey/England/062369/2021,H5N1,Europe / United Kingdom / England,turkey,27/11/2021,,2.3.4.4b,TRUE,2021.904,2021,2021-11,331,2021.48,Europe,United Kingdom,England,,,england,england,United Kingdom,meleagris_gallopavo,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13369783,A/canada_goose/England/300363/2021,H5N1,Europe / United Kingdom / England,canada_goose,27/11/2021,,2.3.4.4b,TRUE,2021.904,2021,2021-11,331,2021.48,Europe,United Kingdom,England,,,england,england,United Kingdom,branta_canadensis,Anseriformes,wild,Anseriformes wild,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13369784,A/chicken/England/063664/2021,H5N1,Europe / United Kingdom / England,chicken,28/11/2021,,2.3.4.4b,TRUE,2021.907,2021,2021-11,332,2021.48,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13369809,A/greylag_goose/England/108485/2021,H5N1,Europe / United Kingdom / England,greylag_goose,29/11/2021,,2.3.4.4b,TRUE,2021.91,2021,2021-11,333,2021.48,Europe,United Kingdom,England,,,england,england,United Kingdom,anser_anser,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370248,A/domestic_duck/Wales/061914/2021,H5N1,Europe / United Kingdom / Wales,domestic_duck,23/11/2021,,2.3.4.4b,TRUE,2021.893,2021,2021-11,327,2021.47,Europe,United Kingdom,Wales,,,wales,wales,United Kingdom,anas_platyrhynchos,Anseriformes,domestic,Anseriformes domestic,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370249,A/domestic_duck/Northern_Ireland/17400/2021,H5N1,Europe / United Kingdom / Northern Ireland,domestic_duck,30/11/2021,,2.3.4.4b,TRUE,2021.912,2021,2021-11,334,2021.48,Europe,United Kingdom,Northern Ireland,,,northern_ireland,northern_ireland,United Kingdom,anas_platyrhynchos,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13370343,A/buzzard/Wales/055388/2021,H5N1,Europe / United Kingdom / Wales,buzzard,29/11/2021,,2.3.4.4b,TRUE,2021.91,2021,2021-11,333,2021.48,Europe,United Kingdom,Wales,,,wales,wales,United Kingdom,buteo_buteo,Accipitriformes,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370505,A/kestrel/England/244611/2021,H5N1,Europe / United Kingdom / England,kestrel,01/12/2021,,2.3.4.4b,TRUE,2021.915,2021,2021-12,335,2021.48,Europe,United Kingdom,England,,,england,england,United Kingdom,falco_tinnunculus,Falconiformes,wild,Avian other,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370506,A/Mute_Swan/England/294146/2021,H5N1,Europe / United Kingdom / England,mute_swan,01/12/2021,,2.3.4.4b,TRUE,2021.915,2021,2021-12,335,2021.48,Europe,United Kingdom,England,,,england,england,United Kingdom,cygnus_olor,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370507,A/turkey/England/064661/2021,H5N1,Europe / United Kingdom / England,turkey,02/12/2021,,2.3.4.4b,TRUE,2021.918,2021,2021-12,336,2021.49,Europe,United Kingdom,England,,,england,england,United Kingdom,meleagris_gallopavo,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370508,A/mute_swan/England/244635/2021,H5N1,Europe / United Kingdom / England,mute_swan,02/12/2021,,2.3.4.4b,TRUE,2021.918,2021,2021-12,336,2021.49,Europe,United Kingdom,England,,,england,england,United Kingdom,cygnus_olor,Anseriformes,wild,Anseriformes wild,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370509,A/mute_swan/Northern_Ireland/17404/2021,H5N1,Europe / United Kingdom / Northern Ireland,mute_swan,02/12/2021,,2.3.4.4b,TRUE,2021.918,2021,2021-12,336,2021.49,Europe,United Kingdom,Northern Ireland,,,northern_ireland,northern_ireland,United Kingdom,cygnus_olor,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370510,A/chicken/Scotland/064936/2021,H5N1,Europe / United Kingdom / Scotland,chicken,02/12/2021,,2.3.4.4b,TRUE,2021.918,2021,2021-12,336,2021.49,Europe,United Kingdom,Scotland,,,scotland,scotland,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370511,A/turkey/Wales/065047/2021,H5N1,Europe / United Kingdom / Wales,turkey,02/12/2021,,2.3.4.4b,TRUE,2021.918,2021,2021-12,336,2021.49,Europe,United Kingdom,Wales,,,wales,wales,United Kingdom,meleagris_gallopavo,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370560,A/pheasant/England/294628/2021,H5N1,Europe / United Kingdom / England,pheasant,09/12/2021,,2.3.4.4b,TRUE,2021.937,2021,2021-12,343,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,phasianus_colchicus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370561,A/barnacle_goose/England/294620/2021,H5N1,Europe / United Kingdom / England,barnacle_goose,09/12/2021,,2.3.4.4b,TRUE,2021.937,2021,2021-12,343,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,branta_leucopsis,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370562,A/chicken/Scotland/068270/2021,H5N1,Europe / United Kingdom / Scotland,chicken,09/12/2021,,2.3.4.4b,TRUE,2021.937,2021,2021-12,343,2021.5,Europe,United Kingdom,Scotland,,,scotland,scotland,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13370563,A/domestic_duck/England/069098/2021,H5N1,Europe / United Kingdom / England,domestic_duck,10/12/2021,,2.3.4.4b,TRUE,2021.94,2021,2021-12,344,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,anas_platyrhynchos,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370564,A/chicken/Northern_Ireland/17903/2021,H5N1,Europe / United Kingdom / Northern Ireland,chicken,09/12/2021,,2.3.4.4b,TRUE,2021.937,2021,2021-12,343,2021.5,Europe,United Kingdom,Northern Ireland,,,northern_ireland,northern_ireland,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370568,A/domestic_duck/Northern_Ireland/17961/2021,H5N1,Europe / United Kingdom / Northern Ireland,domestic_duck,10/12/2021,,2.3.4.4b,TRUE,2021.94,2021,2021-12,344,2021.5,Europe,United Kingdom,Northern Ireland,,,northern_ireland,northern_ireland,United Kingdom,anas_platyrhynchos,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370569,A/chicken/England/069549/2021,H5N1,Europe / United Kingdom / England,chicken,11/12/2021,,2.3.4.4b,TRUE,2021.942,2021,2021-12,345,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370570,A/chicken/England/070105/2021,H5N1,Europe / United Kingdom / England,chicken,11/12/2021,,2.3.4.4b,TRUE,2021.942,2021,2021-12,345,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370571,A/chicken/England/069816/2021,H5N1,Europe / United Kingdom / England,chicken,12/12/2021,,2.3.4.4b,TRUE,2021.945,2021,2021-12,346,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370572,A/domestic_duck/England/070195/2021,H5N1,Europe / United Kingdom / England,domestic_duck,12/12/2021,,2.3.4.4b,TRUE,2021.945,2021,2021-12,346,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,anas_platyrhynchos,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13370573,A/chicken/England/070277/2021,H5N1,Europe / United Kingdom / England,chicken,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370603,A/chicken/England/070359/2021,H5N1,Europe / United Kingdom / England,chicken,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370604,A/chicken/England/070810/2021,H5N1,Europe / United Kingdom / England,chicken,13/12/2021,,2.3.4.4b,TRUE,2021.948,2021,2021-12,347,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370605,A/chicken/England/068020/2021,H5N1,Europe / United Kingdom / England,chicken,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370606,A/chicken/England/071013/2021,H5N1,Europe / United Kingdom / England,chicken,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370607,A/chicken/Scotland/070931/2021,H5N1,Europe / United Kingdom / Scotland,chicken,14/12/2021,,2.3.4.4b,TRUE,2021.951,2021,2021-12,348,2021.5,Europe,United Kingdom,Scotland,,,scotland,scotland,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370608,A/chicken/England/072084/2021,H5N1,Europe / United Kingdom / England,chicken,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370609,A/chicken/England/071631/2021,H5N1,Europe / United Kingdom / England,chicken,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370610,A/chicken/England/072132/2021,H5N1,Europe / United Kingdom / England,chicken,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370611,A/mute_swan/Scotland/073112/2021,H5N1,Europe / United Kingdom / Scotland,mute_swan,15/12/2021,,2.3.4.4b,TRUE,2021.953,2021,2021-12,349,2021.5,Europe,United Kingdom,Scotland,,,scotland,scotland,United Kingdom,cygnus_olor,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13370612,A/chicken/England/072378/2021,H5N1,Europe / United Kingdom / England,chicken,16/12/2021,,2.3.4.4b,TRUE,2021.956,2021,2021-12,350,2021.51,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370613,A/chicken/England/073008/2021,H5N1,Europe / United Kingdom / England,chicken,17/12/2021,,2.3.4.4b,TRUE,2021.959,2021,2021-12,351,2021.51,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370614,A/chicken/England/072926/2021,H5N1,Europe / United Kingdom / England,chicken,17/12/2021,,2.3.4.4b,TRUE,2021.959,2021,2021-12,351,2021.51,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370615,A/common_buzzard/England/245061/2021,H5N1,Europe / United Kingdom / England,common_buzzard,17/12/2021,,2.3.4.4b,TRUE,2021.959,2021,2021-12,351,2021.51,Europe,United Kingdom,England,,,england,england,United Kingdom,buteo_buteo,Accipitriformes,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370617,A/common_buzzard/England/075831/2021,H5N1,Europe / United Kingdom / England,common_buzzard,21/12/2021,,2.3.4.4b,TRUE,2021.97,2021,2021-12,355,2021.51,Europe,United Kingdom,England,,,england,england,United Kingdom,buteo_buteo,Accipitriformes,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13370618,A/sparrowhawk/England/245233/2021,H5N1,Europe / United Kingdom / England,sparrowhawk,22/12/2021,,2.3.4.4b,TRUE,2021.973,2021,2021-12,356,2021.51,Europe,United Kingdom,England,,,england,england,United Kingdom,accipiter_nisus,Accipitriformes,wild,Avian other,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370619,A/mute_swan/England/387121/2021,H5N1,Europe / United Kingdom / England,mute_swan,23/12/2021,,2.3.4.4b,TRUE,2021.975,2021,2021-12,357,2021.52,Europe,United Kingdom,England,,,england,england,United Kingdom,cygnus_olor,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370620,A/turkey/England/075922/2021,H5N1,Europe / United Kingdom / England,turkey,27/12/2021,,2.3.4.4b,TRUE,2021.986,2021,2021-12,361,2021.52,Europe,United Kingdom,England,,,england,england,United Kingdom,meleagris_gallopavo,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_13370621,A/turkey/England/075992/2021,H5N1,Europe / United Kingdom / England,turkey,27/12/2021,,2.3.4.4b,TRUE,2021.986,2021,2021-12,361,2021.52,Europe,United Kingdom,England,,,england,england,United Kingdom,meleagris_gallopavo,Galliformes,domestic,Galliformes,1,1,2,1,1,1,1,1,1_1_2_1_1_1_1_1,H5N1/2021/R2_Europe,3
EPI_ISL_13370622,A/domestic_duck/England/076200/2021,H5N1,Europe / United Kingdom / England,domestic_duck,29/12/2021,,2.3.4.4b,TRUE,2021.992,2021,2021-12,363,2021.52,Europe,United Kingdom,England,,,england,england,United Kingdom,anas_platyrhynchos,Anseriformes,domestic,Anseriformes domestic,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13370623,A/chicken/England/076198/2021,H5N1,Europe / United Kingdom / England,chicken,29/12/2021,,2.3.4.4b,TRUE,2021.992,2021,2021-12,363,2021.52,Europe,United Kingdom,England,,,england,england,United Kingdom,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13431305,A/turkey/Minnesota/22-010122-001-original/2022,H5N1,North America / United States / Minnesota / Stearns County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Stearns County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431306,A/turkey/Minnesota/22-010122-002-original/2022,H5N1,North America / United States / Minnesota / Stearns County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Stearns County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431307,A/turkey/Minnesota/22-010123-001-original/2022,H5N1,North America / United States / Minnesota / Waseca County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Waseca County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431308,A/turkey/Minnesota/22-010123-004-original/2022,H5N1,North America / United States / Minnesota / Waseca County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Waseca County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,5
EPI_ISL_13431309,A/turkey/Minnesota/22-010124-001-original/2022,H5N1,North America / United States / Minnesota / Meeker County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Meeker County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431310,A/turkey/Minnesota/22-010124-002-original/2022,H5N1,North America / United States / Minnesota / Meeker County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Meeker County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431311,A/turkey/Minnesota/22-010125-001-original/2022,H5N1,North America / United States / Minnesota / Morrison County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Morrison County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431312,A/turkey/Minnesota/22-010125-002-original/2022,H5N1,North America / United States / Minnesota / Morrison County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Morrison County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431313,A/turkey/Minnesota/22-010126-001-original/2022,H5N1,North America / United States / Minnesota / Big Stone County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Big Stone County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,5,1,1,1,2,1,1,1,5_1_1_1_2_1_1_1,H5N1/2022/R5_NAmerica,4
EPI_ISL_13431314,A/turkey/Minnesota/22-010126-002-original/2022,H5N1,North America / United States / Minnesota / Big Stone County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Big Stone County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,5,1,1,1,2,1,1,1,5_1_1_1_2_1_1_1,H5N1/2022/R5_NAmerica,4
EPI_ISL_13431688,A/turkey/Minnesota/22-010127-001-original/2022,H5N1,North America / United States / Minnesota / Morrison County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Morrison County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431689,A/turkey/Minnesota/22-010127-002-original/2022,H5N1,North America / United States / Minnesota / Morrison County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Minnesota,Morrison County,,minnesota,minnesota,minnesota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431690,A/turkey/Iowa/22-010132-001-original/2022,H5N1,North America / United States / Iowa / Hardin County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Iowa,Hardin County,,iowa,iowa,iowa,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431691,A/turkey/Iowa/22-010132-002-original/2022,H5N1,North America / United States / Iowa / Hardin County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,Iowa,Hardin County,,iowa,iowa,iowa,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431692,A/turkey/South Dakota/22-010135-001-original/2022,H5N1,North America / United States / South Dakota / Faulk County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,South Dakota,Faulk County,,south_dakota,south_dakota,south_dakota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431693,A/turkey/South Dakota/22-010135-002-original/2022,H5N1,North America / United States / South Dakota / Faulk County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,South Dakota,Faulk County,,south_dakota,south_dakota,south_dakota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431694,A/turkey/South Dakota/22-010137-001-original/2022,H5N1,North America / United States / South Dakota / Clark County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,South Dakota,Clark County,,south_dakota,south_dakota,south_dakota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
EPI_ISL_13431695,A/turkey/South Dakota/22-010137-002-original/2022,H5N1,North America / United States / South Dakota / Clark County,turkey,04/04/2022,,2.3.4.4b,TRUE,2022.255,2022,2022-04,94,2022.14,North America,United States,South Dakota,Clark County,,south_dakota,south_dakota,south_dakota,avian,Galliformes,domestic,Galliformes,4,1,1,1,2,1,1,1,4_1_1_1_2_1_1_1,H5N1/2022/R4_NAmerica,4
